"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1956291";"";"None";"419.30";"1";"5.85";"44, DSM196";"Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"17.94";"0.38";"1.67";"13.65";"0";"CHEMBL1961096";"Inhibition of Plasmodium falciparum C-terminal hexa-His tagged DHODH expressed in Escherichia coli by DCIP reduction assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1955725";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.03"
"CHEMBL3694235";"";"None";"286.40";"0";"4.31";"BDBM120343";"CCCCC(O)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'>'";"30000.0";"nM";"";"";"248360";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL454269";"";"None";"259.70";"0";"2.83";"9, DSM95";"Cc1cc(Nc2ccccc2Cl)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL500504";"";"None";"270.25";"0";"2.08";"25, DSM99";"Cc1cc(Nc2ccc([N+](=O)[O-])cc2)n2ncnc2n1";"IC50";"'='";"4300.0";"nM";"5.37";"";"";"UO_0000065";"19.86";"0.37";"3.29";"5.46";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"4.3"
"CHEMBL452392";"";"None";"327.70";"0";"3.85";"41, DSM124";"Cc1cc(Nc2ccc(Cl)c(C(F)(F)F)c2)n2ncnc2n1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"18.61";"0.38";"2.25";"11.06";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.8"
"CHEMBL444928";"";"None";"243.25";"0";"2.32";"8, DSM106";"Cc1cc(Nc2ccccc2F)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL3218521";"";"None";"335.38";"0";"4.09";"25";"O=C(NCC(c1ccccc1)c1ccccc1)c1c(O)cccc1F";"IC50";"'>'";"125000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"125.0"
"CHEMBL3218523";"";"None";"347.41";"0";"3.96";"27";"COc1cccc(C(=O)NCC(c2ccccc2)c2ccccc2)c1O";"IC50";"'>'";"500000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"500.0"
"CHEMBL3218528";"";"None";"347.41";"0";"3.45";"32";"O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(CO)cc1O";"IC50";"'='";"46200.0";"nM";"4.33";"";"";"UO_0000065";"12.48";"0.23";"0.89";"6.23";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"46.2"
"CHEMBL2012824";"";"None";"283.36";"0";"2.98";"1f";"O=C(NC1CC1)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"25.49";"0.49";"4.24";"15.39";"0";"CHEMBL2014776";"Inhibition of Plasmodium falciparum DHODH after 20 mins by 2,6-dichloroindophenol-reduction based assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2010768";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"0.06"
"CHEMBL2012826";"";"None";"299.40";"0";"3.62";"1h";"CCCCNC(=O)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'='";"28600.0";"nM";"4.54";"";"";"UO_0000065";"15.18";"0.30";"0.92";"9.68";"0";"CHEMBL2014776";"Inhibition of Plasmodium falciparum DHODH after 20 mins by 2,6-dichloroindophenol-reduction based assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2010768";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"28.6"
"CHEMBL2012945";"";"None";"311.41";"0";"3.60";"2c";"Cc1ccc2nc(C)n(-c3ccc(C(=O)NC4CC4)s3)c2c1";"IC50";"'='";"56.0";"nM";"7.25";"";"";"UO_0000065";"23.29";"0.45";"3.65";"15.46";"0";"CHEMBL2014776";"Inhibition of Plasmodium falciparum DHODH after 20 mins by 2,6-dichloroindophenol-reduction based assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2010768";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"56.0"
"CHEMBL2012962";"";"None";"349.82";"0";"4.08";"2u";"Cc1nc2c(Cl)cc(F)cc2n1-c1ccc(C(=O)NC2CC2)s1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"21.73";"0.45";"3.52";"16.20";"0";"CHEMBL2014776";"Inhibition of Plasmodium falciparum DHODH after 20 mins by 2,6-dichloroindophenol-reduction based assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2010768";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";"";"25.0"
"CHEMBL3410597";"";"None";"324.41";"0";"4.73";"34";"CCOC(=O)c1sc(Nc2ccccc2)nc1-c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413104";"Inhibition of Plasmodium falciparum DHODH using dihydroorotate substrate by DCIP assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3407421";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"10.0"
"CHEMBL3410610";"";"None";"374.46";"1";"5.88";"47";"CCOC(=O)c1sc(Nc2ccc3ccccc3c2)nc1-c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413104";"Inhibition of Plasmodium falciparum DHODH using dihydroorotate substrate by DCIP assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3407421";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"10.0"
"CHEMBL3410617";"";"None";"450.95";"1";"7.18";"54";"CCOC(=O)c1sc(Nc2ccc(Oc3ccccc3)c(Cl)c2)nc1-c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3413104";"Inhibition of Plasmodium falciparum DHODH using dihydroorotate substrate by DCIP assay";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3407421";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";"";"10.0"
"CHEMBL3690109";"";"None";"267.40";"0";"1.64";"BDBM120283";"CCCNC(=O)c1ccc(N2CCN(C)CC2)s1";"IC50";"'>'";"30000.0";"nM";"";"";"248380";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL2012956";"";"None";"331.83";"0";"3.94";"BDBM120301";"Cc1nc2cc(Cl)ccc2n1-c1ccc(C(=O)NC2CC2)s1";"IC50";"'='";"58.0";"nM";"7.24";"";"248315";"UO_0000065";"21.81";"0.45";"3.30";"15.42";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"58.0"
"CHEMBL3218519";"";"None";"396.28";"0";"4.72";"22";"O=C(NCC(c1ccccc1)c1ccccc1)c1cc(Br)ccc1O";"IC50";"'='";"10800.0";"nM";"4.97";"";"";"UO_0000065";"12.53";"0.27";"0.25";"10.07";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"10.8"
"CHEMBL3690111";"";"None";"299.40";"0";"3.54";"BDBM120286";"CCCNC(=O)c1ccc(-n2c(C)nc3ccccc32)s1";"IC50";"'='";"172.0";"nM";"6.76";"";"248288";"UO_0000065";"22.59";"0.44";"3.22";"14.42";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"172.0"
"CHEMBL3818535";"";"None";"306.78";"0";"2.67";"20";"Cc1cc(=O)n2nc(SCc3ccc(Cl)cc3)nc2[nH]1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"19.56";"0.41";"3.33";"9.52";"0";"CHEMBL3820729";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3817764";"1";"Scientific Literature";"Medchemcomm";"2016";"None";"";"";"";"1.0"
"CHEMBL3694248";"";"None";"284.34";"0";"2.37";"BDBM120357";"O=C(NC1CC1)c1ccc(-n2nnc3ccccc32)s1";"IC50";"'='";"28000.0";"nM";"4.55";"";"248374";"UO_0000065";"16.01";"0.31";"2.18";"7.61";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"28000.0"
"CHEMBL3690121";"";"None";"311.41";"0";"3.71";"BDBM120298";"O=C(c1ccc(-n2cnc3ccccc32)s1)N1CCCCC1";"IC50";"'>'";"30000.0";"nM";"";"";"248309";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL492529";"";"None";"293.25";"0";"3.20";"8, DSM267";"Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2ncnc2n1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"22.40";"0.43";"3.37";"11.92";"1";"CHEMBL3296346";"Inhibition of N-terminal His6-tagged recombinant Plasmodium falciparum DHODH (amino acid residues 158 to 569) expressed in Escherichia coli BL21 cells assessed as orotic acid production using dihydroorotate as substrate by DCIP dye-based assay";"B";"BAO_0000219";"cell-based format";"Plasmodium falciparum";"None";"None";"BL21";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3286300";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"0.27"
"CHEMBL3690149";"";"None";"341.41";"0";"3.94";"BDBM120334";"Cc1nc(-c2ccc(F)cc2)cn1-c1ccc(C(=O)NC2CC2)s1";"IC50";"'='";"240.0";"nM";"6.62";"";"248351";"UO_0000065";"19.39";"0.38";"2.68";"14.11";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"240.0"
"CHEMBL3690111";"";"None";"299.40";"0";"3.54";"BDBM120286";"CCCNC(=O)c1ccc(-n2c(C)nc3ccccc32)s1";"IC50";"'='";"170.0";"nM";"6.77";"";"248382";"UO_0000065";"22.61";"0.44";"3.23";"14.43";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"170.0"
"CHEMBL3694252";"";"None";"269.39";"0";"4.94";"BDBM92603";"CCCCCC1CCCc2c1nc1ccccc1c2O";"IC50";"'='";"340.0";"nM";"6.47";"";"248254";"UO_0000065";"24.01";"0.44";"1.53";"19.53";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"340.0"
"CHEMBL3690112";"";"None";"332.49";"0";"4.52";"BDBM120287";"CCCNC(=O)c1ccc(N2CC(C)Sc3ccccc32)s1";"IC50";"'='";"19100.0";"nM";"4.72";"";"248292";"UO_0000065";"14.19";"0.29";"0.20";"14.59";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"19100.0"
"CHEMBL2012822";"";"None";"285.37";"0";"3.23";"BDBM50379137";"CCCNC(=O)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'='";"700.0";"nM";"6.16";"";"248381";"UO_0000065";"21.57";"0.42";"2.92";"13.12";"1";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"700.0"
"CHEMBL1956478";"";"None";"366.35";"0";"2.79";"76, DSM275";"CNCCOc1nc2nc(C)cc(Nc3ccc(C(F)(F)F)cc3)n2n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1961096";"Inhibition of Plasmodium falciparum C-terminal hexa-His tagged DHODH expressed in Escherichia coli by DCIP reduction assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1955725";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"10.0"
